PID,CustomerID,Method,Charge,Balance,PaymentDate,DueDate
1508,180,"2",189,525,2005-06-22 00:00:00,2005-05-31 00:00:00
1509,229,"1",257,257,2005-02-11 00:00:00,2005-01-14 00:00:00
1510,193,"1",335,335,2005-09-19 00:00:00,2005-09-26 00:00:00
1511,200,"onli",278,695,2006-04-11 00:00:00,2006-03-31 00:00:00
1512,8,"onli",60,60,2005-08-10 00:00:00,2005-09-02 00:00:00
1513,91,"1",119,424,2005-08-01 00:00:00,2005-06-25 00:00:00
1514,202,"2",261,261,,
1515,172,"3",321,483,2005-04-30 00:00:00,2005-05-01 00:00:00
1516,14,"onli",252,597,2005-05-16 00:00:00,2005-05-09 00:00:00
1517,241,"2",75,571,2006-04-30 00:00:00,2006-03-11 00:00:00
1518,217,"2",131,480,2006-10-12 00:00:00,2006-08-30 00:00:00
1519,52,"2",317,317,2005-01-15 00:00:00,2005-01-06 00:00:00
1520,41,"2",207,207,2005-02-14 00:00:00,2005-02-05 00:00:00
1521,104,"1",341,467,2005-01-23 00:00:00,2004-12-16 00:00:00
1522,253,"2",110,578,2005-06-14 00:00:00,2005-05-23 00:00:00
1523,188,"2",311,311,2005-04-10 00:00:00,2005-04-18 00:00:00
1524,10,"3",230,230,2005-12-13 00:00:00,2005-12-18 00:00:00
1525,248,"1",81,130,2005-05-23 00:00:00,2005-04-28 00:00:00
1526,124,"3",259,562,2005-09-10 00:00:00,2005-09-26 00:00:00
1527,121,"1",346,638,2006-08-30 00:00:00,2006-08-28 00:00:00
1528,228,"2",171,171,2005-10-03 00:00:00,2005-08-15 00:00:00
1529,110,"1",109,109,2005-03-14 00:00:00,2005-02-12 00:00:00
1530,157,"2",99,99,2005-02-15 00:00:00,2005-01-04 00:00:00
1531,211,"3",134,243,2006-08-08 00:00:00,2006-07-29 00:00:00
1532,226,"1",332,332,2005-03-12 00:00:00,2005-03-24 00:00:00
1533,213,"2",341,684,2006-10-13 00:00:00,2006-10-14 00:00:00
1534,171,"1",174,229,2005-02-16 00:00:00,2005-01-12 00:00:00
1535,141,"3",195,580,2006-08-10 00:00:00,2006-06-24 00:00:00
1536,50,"1",295,295,2005-06-07 00:00:00,2005-06-25 00:00:00
1537,99,"3",156,476,2006-12-02 00:00:00,2006-11-08 00:00:00
1538,31,"3",65,168,2006-12-06 00:00:00,2006-10-28 00:00:00
1539,229,"3",73,73,2006-10-19 00:00:00,2006-09-19 00:00:00
1540,205,"2",332,332,2005-04-07 00:00:00,2005-04-05 00:00:00
1541,143,"onli",179,642,2006-06-12 00:00:00,2006-06-17 00:00:00
1542,137,"1",204,204,2005-05-05 00:00:00,2005-04-02 00:00:00
1543,185,"onli",297,297,2006-11-11 00:00:00,2006-11-22 00:00:00
1544,95,"3",323,770,2006-02-17 00:00:00,2006-03-07 00:00:00
1545,199,"2",237,547,2006-01-02 00:00:00,2005-12-18 00:00:00
1546,146,"2",151,151,,
1547,44,"3",287,760,2005-01-12 00:00:00,2005-01-24 00:00:00
1548,13,"1",117,117,2005-12-30 00:00:00,2005-12-11 00:00:00
1549,119,"1",218,218,2006-07-19 00:00:00,2006-07-30 00:00:00
1550,51,"3",168,381,2005-06-11 00:00:00,2005-06-03 00:00:00
1551,232,"2",255,255,2005-08-16 00:00:00,2005-08-31 00:00:00
1552,8,"3",215,278,2006-01-27 00:00:00,2006-01-15 00:00:00
1553,176,"3",137,137,2005-11-15 00:00:00,2005-10-11 00:00:00
1554,70,"2",322,349,2006-03-22 00:00:00,2006-02-26 00:00:00
1555,155,"onli",270,270,2006-04-27 00:00:00,2006-03-07 00:00:00
1556,250,"2",283,283,,
1557,166,"onli",128,561,2006-11-02 00:00:00,2006-11-19 00:00:00
1558,150,"1",212,212,2005-08-24 00:00:00,2005-07-23 00:00:00
1559,165,"3",139,139,2005-05-07 00:00:00,2005-05-14 00:00:00
1560,126,"1",353,677,2006-01-29 00:00:00,2006-01-11 00:00:00
1561,206,"onli",213,228,2006-02-14 00:00:00,2006-01-20 00:00:00
1562,203,"3",111,111,2005-09-08 00:00:00,2005-08-18 00:00:00
1563,24,"2",124,466,2005-02-15 00:00:00,2004-12-27 00:00:00
1564,157,"3",283,752,2005-06-21 00:00:00,2005-05-21 00:00:00
1565,34,"3",280,280,2005-10-07 00:00:00,2005-09-29 00:00:00
1566,103,"2",243,526,2006-04-23 00:00:00,2006-03-02 00:00:00
1567,218,"onli",342,690,2005-04-08 00:00:00,2005-03-21 00:00:00
1568,92,"onli",274,603,2005-09-01 00:00:00,2005-08-25 00:00:00
1569,252,"3",286,437,2005-09-12 00:00:00,2005-08-15 00:00:00
1570,201,"3",341,341,2006-12-25 00:00:00,2006-12-27 00:00:00
1571,12,"onli",221,221,2005-08-16 00:00:00,2005-07-29 00:00:00
1572,180,"1",233,488,2006-07-18 00:00:00,2006-07-27 00:00:00
1573,171,"3",289,289,2006-01-07 00:00:00,2006-01-09 00:00:00
1574,80,"2",223,471,2005-07-08 00:00:00,2005-06-29 00:00:00
1575,35,"3",240,240,2005-05-28 00:00:00,2005-05-25 00:00:00
1576,12,"1",238,428,2005-05-03 00:00:00,2005-04-14 00:00:00
1577,107,"2",113,113,2006-03-08 00:00:00,2006-02-22 00:00:00
1578,164,"3",293,620,2005-12-03 00:00:00,2005-10-22 00:00:00
1579,152,"onli",159,159,2006-04-26 00:00:00,2006-04-01 00:00:00
1580,217,"2",98,98,2005-03-16 00:00:00,2005-03-28 00:00:00
1581,93,"3",345,345,2005-07-08 00:00:00,2005-05-25 00:00:00
1582,111,"2",161,161,2005-04-09 00:00:00,2005-04-10 00:00:00
1583,67,"3",186,186,2005-05-06 00:00:00,2005-05-09 00:00:00
1584,37,"1",244,244,2005-06-28 00:00:00,2005-07-16 00:00:00
1585,170,"1",302,302,2005-05-14 00:00:00,2005-05-06 00:00:00
1586,184,"3",275,275,2006-04-09 00:00:00,2006-03-09 00:00:00
1587,187,"onli",338,821,2005-10-18 00:00:00,2005-09-15 00:00:00
1588,31,"onli",305,305,2006-08-28 00:00:00,2006-09-04 00:00:00
1589,60,"3",208,208,2005-08-25 00:00:00,2005-09-06 00:00:00
1590,54,"onli",258,317,2006-12-17 00:00:00,2006-10-26 00:00:00
1591,197,"1",319,319,2006-02-25 00:00:00,2006-01-19 00:00:00
1592,213,"onli",358,358,2005-04-03 00:00:00,2005-02-19 00:00:00
1593,141,"3",270,270,2006-05-05 00:00:00,2006-05-23 00:00:00
1594,53,"onli",120,422,2005-10-09 00:00:00,2005-10-13 00:00:00
1595,229,"3",63,175,2006-05-08 00:00:00,2006-04-09 00:00:00
1596,223,"3",323,323,2005-07-08 00:00:00,2005-06-17 00:00:00
1597,51,"2",72,72,2005-09-04 00:00:00,2005-08-18 00:00:00
1598,162,"3",354,806,2005-08-06 00:00:00,2005-07-27 00:00:00
1599,64,"2",294,294,2006-01-07 00:00:00,2005-12-25 00:00:00
1600,45,"3",107,390,2005-03-18 00:00:00,2005-03-28 00:00:00
1601,85,"onli",225,225,2005-08-23 00:00:00,2005-08-15 00:00:00
1602,127,"3",99,99,2005-04-21 00:00:00,2005-03-30 00:00:00
1603,80,"1",269,416,2006-09-03 00:00:00,2006-09-26 00:00:00
1604,88,"2",272,272,2006-02-09 00:00:00,2006-02-02 00:00:00
1605,241,"3",306,306,2006-01-24 00:00:00,2005-12-26 00:00:00
1606,174,"onli",208,543,2006-12-16 00:00:00,2006-12-04 00:00:00
1607,204,"3",65,329,2005-01-31 00:00:00,2005-01-30 00:00:00
1608,220,"3",150,492,2005-06-04 00:00:00,2005-05-31 00:00:00
1609,98,"3",183,183,2006-02-01 00:00:00,2006-02-09 00:00:00
1610,45,"onli",252,647,2006-02-24 00:00:00,2006-02-25 00:00:00
1611,59,"1",351,351,2005-05-30 00:00:00,2005-05-24 00:00:00
1612,196,"1",337,638,2005-12-15 00:00:00,2005-12-09 00:00:00
1613,233,"onli",72,72,2005-04-10 00:00:00,2005-04-27 00:00:00
1614,181,"1",359,359,2006-03-25 00:00:00,2006-03-17 00:00:00
1615,106,"onli",323,608,2006-04-10 00:00:00,2006-04-02 00:00:00
1616,1,"1",200,200,2006-08-21 00:00:00,2006-08-14 00:00:00
1617,99,"3",346,346,2006-01-09 00:00:00,2006-01-11 00:00:00
1618,128,"1",239,277,2005-02-08 00:00:00,2005-02-06 00:00:00
1619,183,"onli",169,169,2006-05-01 00:00:00,2006-04-29 00:00:00
1620,202,"1",210,210,2006-09-15 00:00:00,2006-09-26 00:00:00
1621,181,"onli",247,247,2005-10-02 00:00:00,2005-10-12 00:00:00
1622,85,"3",358,486,2005-08-29 00:00:00,2005-08-24 00:00:00
1623,236,"onli",341,341,2006-05-27 00:00:00,2006-05-25 00:00:00
1624,222,"1",331,760,2005-10-21 00:00:00,2005-10-17 00:00:00
1625,225,"onli",182,182,2005-08-05 00:00:00,2005-07-31 00:00:00
1626,85,"3",294,475,2006-12-13 00:00:00,2006-12-21 00:00:00
1627,70,"3",123,125,2005-11-01 00:00:00,2005-10-30 00:00:00
1628,140,"1",290,435,2006-01-08 00:00:00,2006-01-09 00:00:00
1629,25,"2",106,106,2005-12-15 00:00:00,2005-11-19 00:00:00
1630,53,"2",66,85,2005-12-22 00:00:00,2005-12-09 00:00:00
1631,165,"1",111,230,2006-01-27 00:00:00,2006-01-20 00:00:00
1632,178,"2",209,209,2006-07-23 00:00:00,2006-07-15 00:00:00
1633,9,"onli",266,517,2005-10-28 00:00:00,2005-10-15 00:00:00
1634,65,"1",299,299,2006-01-16 00:00:00,2006-01-20 00:00:00
1635,146,"3",184,184,2005-05-22 00:00:00,2005-06-11 00:00:00
1636,123,"3",275,518,2006-05-12 00:00:00,2006-05-02 00:00:00
1637,53,"1",203,203,2006-12-01 00:00:00,2006-11-10 00:00:00
1638,185,"onli",309,545,2005-02-02 00:00:00,2005-02-09 00:00:00
1639,212,"onli",76,76,2005-05-02 00:00:00,2005-03-25 00:00:00
1640,188,"2",177,348,2005-09-30 00:00:00,2005-08-30 00:00:00
1641,163,"2",209,585,2005-07-02 00:00:00,2005-07-19 00:00:00
1642,162,"1",135,135,2005-08-07 00:00:00,2005-07-09 00:00:00
1643,250,"3",97,97,2006-12-06 00:00:00,2006-10-18 00:00:00
1644,175,"3",323,323,2006-10-22 00:00:00,2006-09-11 00:00:00
1645,116,"1",91,312,2005-11-22 00:00:00,2005-10-14 00:00:00
1646,155,"onli",73,73,2005-02-24 00:00:00,2005-02-28 00:00:00
1647,24,"onli",246,246,2006-04-19 00:00:00,2006-04-14 00:00:00
1648,29,"1",221,562,2005-10-02 00:00:00,2005-09-23 00:00:00
1649,72,"onli",234,242,2006-04-30 00:00:00,2006-04-03 00:00:00
1650,21,"2",297,297,2005-12-09 00:00:00,2005-12-13 00:00:00
1651,98,"1",71,569,2005-05-12 00:00:00,2005-05-13 00:00:00
1652,254,"3",266,524,2006-01-29 00:00:00,2006-01-31 00:00:00
1653,97,"3",189,189,2005-12-11 00:00:00,2005-12-03 00:00:00
1654,229,"1",265,265,2005-12-28 00:00:00,2005-12-27 00:00:00
1655,135,"2",353,353,2006-04-24 00:00:00,2006-03-29 00:00:00
1656,165,"3",279,338,2006-09-24 00:00:00,2006-09-11 00:00:00
1657,65,"3",79,79,2005-02-15 00:00:00,2005-02-11 00:00:00
1658,187,"1",124,331,2006-04-25 00:00:00,2006-04-20 00:00:00
1659,183,"2",270,606,2006-06-10 00:00:00,2006-05-20 00:00:00
1660,3,"3",141,141,2006-12-12 00:00:00,2006-11-14 00:00:00
1661,192,"1",210,210,2005-05-02 00:00:00,2005-04-23 00:00:00
1662,134,"3",287,445,2006-11-07 00:00:00,2006-11-11 00:00:00
1663,22,"3",71,225,2005-09-07 00:00:00,2005-09-22 00:00:00
1664,184,"3",72,146,2005-11-14 00:00:00,2005-10-20 00:00:00
1665,193,"2",175,351,2005-10-17 00:00:00,2005-10-11 00:00:00
1666,87,"2",99,149,2005-02-05 00:00:00,2004-12-16 00:00:00
1667,16,"onli",129,129,2006-12-24 00:00:00,2007-01-11 00:00:00
1668,38,"3",147,147,2006-01-31 00:00:00,2006-01-18 00:00:00
1669,7,"1",233,235,2006-04-17 00:00:00,2006-04-08 00:00:00
1670,124,"2",83,461,2006-03-27 00:00:00,2006-03-20 00:00:00
1671,15,"onli",223,223,2005-11-11 00:00:00,2005-11-11 00:00:00
1672,21,"3",236,265,2005-06-24 00:00:00,2005-05-27 00:00:00
1673,161,"onli",272,393,2005-09-22 00:00:00,2005-09-24 00:00:00
1674,62,"3",210,398,2006-05-16 00:00:00,2006-04-23 00:00:00
1675,28,"3",88,88,2006-06-20 00:00:00,2006-06-13 00:00:00
1676,67,"2",136,136,2006-10-23 00:00:00,2006-10-25 00:00:00
1677,184,"1",252,252,2005-06-12 00:00:00,2005-05-24 00:00:00
1678,231,"3",208,503,2005-03-08 00:00:00,2005-02-09 00:00:00
1679,246,"3",327,327,2006-11-30 00:00:00,2006-10-23 00:00:00
1680,24,"2",263,263,2005-10-21 00:00:00,2005-09-01 00:00:00
1681,105,"1",135,573,2006-12-12 00:00:00,2006-12-04 00:00:00
1682,149,"2",288,288,2006-08-07 00:00:00,2006-06-23 00:00:00
1683,144,"onli",289,663,2005-10-06 00:00:00,2005-10-08 00:00:00
1684,178,"3",249,249,2005-12-04 00:00:00,2005-10-19 00:00:00
1685,8,"2",315,315,2005-06-23 00:00:00,2005-05-22 00:00:00
1686,65,"1",332,332,2006-08-01 00:00:00,2006-07-18 00:00:00
1687,23,"3",344,344,2005-05-05 00:00:00,2005-03-14 00:00:00
1688,246,"3",227,509,2005-11-08 00:00:00,2005-11-21 00:00:00
1689,230,"onli",120,120,2006-12-02 00:00:00,2006-11-15 00:00:00
1690,62,"3",288,288,2005-06-04 00:00:00,2005-05-28 00:00:00
1691,213,"3",350,350,2006-01-25 00:00:00,2005-12-18 00:00:00
1692,139,"3",344,489,2005-05-17 00:00:00,2005-05-24 00:00:00
1693,238,"onli",247,728,2005-01-04 00:00:00,2005-01-07 00:00:00
1694,53,"1",154,154,2006-09-02 00:00:00,2006-09-12 00:00:00
1695,54,"3",165,408,2006-01-02 00:00:00,2005-11-30 00:00:00
1696,162,"onli",206,206,2005-01-15 00:00:00,2004-12-07 00:00:00
1697,123,"3",83,83,2006-09-30 00:00:00,2006-08-29 00:00:00
1698,82,"2",246,246,2005-08-29 00:00:00,2005-09-17 00:00:00
1699,221,"3",148,202,2006-03-14 00:00:00,2006-03-22 00:00:00
1700,138,"2",150,150,2005-09-04 00:00:00,2005-08-04 00:00:00
1701,175,"3",192,223,2006-02-06 00:00:00,2006-01-06 00:00:00
1702,73,"3",303,303,2005-05-19 00:00:00,2005-04-23 00:00:00
1703,117,"3",117,117,2005-08-06 00:00:00,2005-08-06 00:00:00
1704,148,"3",303,673,2005-09-11 00:00:00,2005-09-03 00:00:00
1705,3,"1",334,334,2005-01-14 00:00:00,2004-11-28 00:00:00
1706,193,"onli",322,744,2005-02-10 00:00:00,2004-12-25 00:00:00
1707,78,"1",186,186,2006-09-17 00:00:00,2006-09-17 00:00:00
1708,126,"onli",65,373,2006-06-26 00:00:00,2006-05-25 00:00:00
1709,223,"2",93,93,2005-10-13 00:00:00,2005-09-19 00:00:00
1710,246,"3",296,360,2006-05-23 00:00:00,2006-04-23 00:00:00
1711,110,"1",135,482,2005-03-24 00:00:00,2005-03-07 00:00:00
1712,34,"2",265,265,2006-06-13 00:00:00,2006-05-01 00:00:00
1713,44,"onli",128,128,2006-05-09 00:00:00,2006-05-27 00:00:00
1714,59,"3",322,322,2006-07-16 00:00:00,2006-07-02 00:00:00
1715,142,"3",156,156,2005-01-10 00:00:00,2004-12-26 00:00:00
1716,62,"1",295,643,2005-01-20 00:00:00,2004-12-27 00:00:00
1717,33,"1",115,156,2005-08-21 00:00:00,2005-08-20 00:00:00
1718,59,"3",348,718,2006-12-19 00:00:00,2006-12-08 00:00:00
1719,184,"3",280,290,2005-05-15 00:00:00,2005-05-04 00:00:00
1720,28,"2",92,120,2006-06-03 00:00:00,2006-04-16 00:00:00
1721,15,"1",115,115,2006-05-09 00:00:00,2006-03-26 00:00:00
1722,43,"2",61,61,2005-05-18 00:00:00,2005-04-16 00:00:00
1723,25,"2",270,313,2006-05-23 00:00:00,2006-05-05 00:00:00
1724,234,"2",120,120,2005-07-11 00:00:00,2005-05-31 00:00:00
1725,194,"2",170,281,2006-01-04 00:00:00,2006-01-03 00:00:00
1726,41,"1",78,78,2006-06-11 00:00:00,2006-04-28 00:00:00
1727,211,"3",106,451,2006-08-24 00:00:00,2006-08-05 00:00:00
1728,72,"3",161,161,2005-10-28 00:00:00,2005-09-22 00:00:00
1729,7,"3",179,459,2005-07-05 00:00:00,2005-05-21 00:00:00
1730,229,"1",90,90,2005-11-15 00:00:00,2005-11-02 00:00:00
1731,176,"2",173,173,2005-09-18 00:00:00,2005-07-23 00:00:00
1732,228,"1",285,285,2006-05-29 00:00:00,2006-04-10 00:00:00
1733,3,"onli",293,293,,
1734,87,"2",217,422,2006-10-23 00:00:00,2006-09-22 00:00:00
1735,43,"1",219,219,2006-04-26 00:00:00,2006-03-09 00:00:00
1736,213,"3",316,316,2005-10-23 00:00:00,2005-09-27 00:00:00
1737,226,"2",189,585,2006-03-28 00:00:00,2006-03-09 00:00:00
1738,240,"2",246,246,2006-11-05 00:00:00,2006-11-09 00:00:00
1739,109,"3",300,751,2006-11-08 00:00:00,2006-11-04 00:00:00
1740,37,"1",209,328,2006-06-01 00:00:00,2006-06-05 00:00:00
1741,214,"3",195,195,2005-08-23 00:00:00,2005-09-01 00:00:00
1742,98,"onli",238,470,2005-09-12 00:00:00,2005-08-30 00:00:00
1743,112,"2",112,112,2005-01-21 00:00:00,2005-01-23 00:00:00
1744,42,"1",204,263,2006-11-16 00:00:00,2006-09-25 00:00:00
1745,237,"2",98,214,2006-10-01 00:00:00,2006-08-04 00:00:00
1746,130,"3",304,304,2005-08-26 00:00:00,2005-08-17 00:00:00
1747,183,"3",348,348,2005-09-16 00:00:00,2005-08-16 00:00:00
1748,138,"3",214,391,2006-12-21 00:00:00,2006-12-06 00:00:00
1749,173,"1",90,90,2006-02-15 00:00:00,2006-02-02 00:00:00
1750,45,"1",134,134,2006-01-15 00:00:00,2006-01-26 00:00:00
1751,4,"1",327,327,2006-07-15 00:00:00,2006-06-26 00:00:00
1752,91,"2",330,330,2006-12-12 00:00:00,2006-12-26 00:00:00
1753,155,"2",248,360,2005-10-15 00:00:00,2005-09-15 00:00:00
1754,242,"3",288,288,2006-06-14 00:00:00,2006-07-02 00:00:00
1755,20,"onli",136,418,2005-01-01 00:00:00,2005-01-02 00:00:00
1756,130,"2",276,744,2005-07-11 00:00:00,2005-07-19 00:00:00
1757,47,"1",93,93,2006-03-21 00:00:00,2006-02-15 00:00:00
1758,164,"3",301,800,2006-07-21 00:00:00,2006-06-13 00:00:00
1759,59,"2",262,262,2005-07-27 00:00:00,2005-07-29 00:00:00
1760,97,"3",190,372,2006-10-30 00:00:00,2006-11-20 00:00:00
1761,40,"2",282,282,2005-07-09 00:00:00,2005-07-02 00:00:00
1762,33,"3",62,62,2005-10-08 00:00:00,2005-10-11 00:00:00
1763,162,"onli",348,827,2006-06-19 00:00:00,2006-06-24 00:00:00
1764,211,"onli",229,229,2005-06-14 00:00:00,2005-05-14 00:00:00
1765,163,"3",314,314,2005-09-19 00:00:00,2005-09-12 00:00:00
1766,50,"1",259,370,2005-09-23 00:00:00,2005-10-10 00:00:00
1767,151,"3",193,193,2006-03-22 00:00:00,2006-03-20 00:00:00
1768,123,"2",265,414,2006-09-19 00:00:00,2006-08-26 00:00:00
1769,20,"1",130,130,2005-10-21 00:00:00,2005-09-20 00:00:00
1770,89,"1",72,470,2005-12-27 00:00:00,2005-11-24 00:00:00
1771,154,"2",165,165,2006-12-20 00:00:00,2006-12-07 00:00:00
1772,126,"3",282,282,2005-05-16 00:00:00,2005-05-11 00:00:00
1773,77,"2",210,464,2005-02-09 00:00:00,2005-01-23 00:00:00
1774,79,"3",244,500,2006-01-27 00:00:00,2006-01-04 00:00:00
1775,180,"1",144,330,2005-04-14 00:00:00,2005-04-15 00:00:00
1776,92,"onli",259,259,2006-09-09 00:00:00,2006-08-08 00:00:00
1777,7,"2",63,119,2006-08-10 00:00:00,2006-08-01 00:00:00
1778,93,"1",169,285,2005-01-16 00:00:00,2004-11-25 00:00:00
1779,180,"onli",188,188,2006-07-30 00:00:00,2006-07-30 00:00:00
1780,116,"onli",148,148,2005-05-02 00:00:00,2005-03-31 00:00:00
1781,38,"onli",134,134,2006-12-14 00:00:00,2006-12-10 00:00:00
1782,167,"2",78,78,2005-05-28 00:00:00,2005-04-11 00:00:00
1783,198,"1",236,236,2005-02-15 00:00:00,2004-12-30 00:00:00
1784,135,"2",314,314,2006-02-15 00:00:00,2006-02-02 00:00:00
1785,105,"onli",148,615,2005-02-26 00:00:00,2005-02-04 00:00:00
1786,223,"2",254,351,2005-01-02 00:00:00,2004-12-14 00:00:00
1787,178,"1",81,81,2005-09-17 00:00:00,2005-09-13 00:00:00
1788,152,"onli",355,507,2005-04-03 00:00:00,2005-03-21 00:00:00
1789,241,"1",126,228,2006-05-28 00:00:00,2006-04-26 00:00:00
1790,175,"onli",98,335,2005-06-29 00:00:00,2005-06-09 00:00:00
1791,194,"3",260,576,2006-10-04 00:00:00,2006-10-01 00:00:00
1792,244,"3",132,132,2005-06-11 00:00:00,2005-05-25 00:00:00
1793,234,"onli",341,341,2006-09-02 00:00:00,2006-07-13 00:00:00
1794,151,"2",121,617,,
1795,79,"1",285,285,2006-03-06 00:00:00,2006-01-26 00:00:00
1796,172,"2",262,262,2006-11-30 00:00:00,2006-10-13 00:00:00
1797,5,"2",348,696,2006-10-14 00:00:00,2006-09-18 00:00:00
1798,125,"3",315,315,2005-02-04 00:00:00,2004-12-29 00:00:00
1799,21,"2",151,151,2005-08-03 00:00:00,2005-06-13 00:00:00
1800,49,"1",299,299,2006-10-05 00:00:00,2006-09-18 00:00:00
1801,9,"2",264,681,2005-02-04 00:00:00,2005-01-20 00:00:00
1802,209,"2",93,277,,
1803,9,"onli",126,185,2006-11-18 00:00:00,2006-12-10 00:00:00
1804,242,"onli",359,610,2005-03-31 00:00:00,2005-03-26 00:00:00
1805,3,"1",95,159,2005-06-29 00:00:00,2005-06-21 00:00:00
1806,237,"3",129,621,2005-07-13 00:00:00,2005-05-30 00:00:00
1807,228,"1",125,591,2006-10-24 00:00:00,2006-10-31 00:00:00
1808,107,"2",174,174,2006-12-17 00:00:00,2006-12-10 00:00:00
1809,206,"onli",174,551,2006-02-08 00:00:00,2006-01-21 00:00:00
1810,26,"2",98,286,2005-03-23 00:00:00,2005-02-13 00:00:00
1811,223,"1",207,700,2006-01-11 00:00:00,2006-01-22 00:00:00
1812,236,"1",309,579,2005-09-24 00:00:00,2005-08-31 00:00:00
1813,22,"3",227,227,2006-02-25 00:00:00,2006-02-24 00:00:00
1814,37,"1",192,458,,
1815,8,"2",319,319,2005-05-28 00:00:00,2005-05-12 00:00:00
1816,77,"onli",320,600,2005-01-28 00:00:00,2005-01-24 00:00:00
1817,11,"2",96,96,2006-06-01 00:00:00,2006-05-13 00:00:00
1818,69,"1",191,499,2006-01-08 00:00:00,2005-12-11 00:00:00
1819,3,"onli",64,224,2006-01-01 00:00:00,2006-01-10 00:00:00
1820,41,"onli",76,76,2005-03-12 00:00:00,2005-03-25 00:00:00
1821,132,"3",315,315,2006-01-29 00:00:00,2006-02-04 00:00:00
1822,142,"onli",98,98,2006-09-27 00:00:00,2006-09-21 00:00:00
1823,252,"2",291,291,2005-01-07 00:00:00,2005-01-24 00:00:00
1824,83,"onli",255,255,2006-04-05 00:00:00,2006-03-11 00:00:00
1825,160,"2",309,309,2005-06-17 00:00:00,2005-05-20 00:00:00
1826,210,"1",310,310,2005-07-25 00:00:00,2005-08-09 00:00:00
1827,217,"3",247,551,2005-02-09 00:00:00,2005-02-09 00:00:00
1828,67,"1",305,305,2006-09-28 00:00:00,2006-09-12 00:00:00
1829,236,"1",305,305,2006-01-01 00:00:00,2005-12-15 00:00:00
1830,128,"2",202,202,2006-10-19 00:00:00,2006-10-11 00:00:00
1831,189,"1",236,691,2006-08-25 00:00:00,2006-07-23 00:00:00
1832,16,"1",114,533,2006-04-03 00:00:00,2006-04-05 00:00:00
1833,174,"3",286,388,2005-12-07 00:00:00,2005-10-18 00:00:00
1834,59,"onli",91,494,2006-03-01 00:00:00,2006-01-11 00:00:00
1835,33,"1",275,421,2006-08-09 00:00:00,2006-07-11 00:00:00
1836,2,"onli",226,226,2005-05-21 00:00:00,2005-05-27 00:00:00
1837,163,"1",105,558,2005-09-20 00:00:00,2005-09-23 00:00:00
1838,183,"1",123,123,2005-04-20 00:00:00,2005-03-22 00:00:00
1839,255,"3",190,264,2005-12-11 00:00:00,2005-11-30 00:00:00
1840,100,"2",183,506,2006-05-07 00:00:00,2006-04-11 00:00:00
1841,149,"3",94,94,2005-07-31 00:00:00,2005-07-17 00:00:00
1842,107,"onli",209,209,2005-04-27 00:00:00,2005-04-20 00:00:00
1843,75,"onli",74,445,2006-02-01 00:00:00,2005-12-29 00:00:00
1844,15,"3",168,168,2006-01-24 00:00:00,2005-12-02 00:00:00
1845,256,"3",224,224,2005-11-17 00:00:00,2005-11-06 00:00:00
1846,106,"2",180,334,2006-01-03 00:00:00,2005-12-12 00:00:00
1847,251,"onli",257,393,2005-01-06 00:00:00,2005-01-01 00:00:00
1848,120,"2",167,167,2005-12-07 00:00:00,2005-12-09 00:00:00
1849,208,"3",330,330,2005-01-13 00:00:00,2004-12-24 00:00:00
1850,108,"3",149,611,2006-09-29 00:00:00,2006-09-19 00:00:00
1851,44,"2",311,311,2005-10-21 00:00:00,2005-10-12 00:00:00
1852,68,"1",100,464,2005-03-19 00:00:00,2005-02-19 00:00:00
1853,237,"2",108,180,2006-07-08 00:00:00,2006-06-21 00:00:00
1854,25,"1",188,188,2005-04-09 00:00:00,2005-03-08 00:00:00
1855,86,"1",261,261,2006-09-23 00:00:00,2006-09-03 00:00:00
1856,231,"1",86,335,2005-08-28 00:00:00,2005-08-20 00:00:00
1857,244,"onli",136,136,2006-08-30 00:00:00,2006-08-18 00:00:00
1858,43,"3",176,199,2006-02-12 00:00:00,2006-02-04 00:00:00
1859,86,"1",184,184,2006-04-05 00:00:00,2006-04-11 00:00:00
1860,202,"3",278,674,2006-01-25 00:00:00,2006-01-22 00:00:00
1861,159,"2",79,79,2006-05-28 00:00:00,2006-05-20 00:00:00
1862,212,"3",187,187,2006-10-15 00:00:00,2006-10-24 00:00:00
1863,168,"onli",135,135,2006-10-18 00:00:00,2006-10-10 00:00:00
1864,28,"1",130,130,2006-02-18 00:00:00,2006-02-17 00:00:00
1865,144,"1",290,374,2006-04-24 00:00:00,2006-03-10 00:00:00
1866,88,"2",180,422,2006-12-13 00:00:00,2006-12-07 00:00:00
1867,51,"onli",234,312,2006-12-15 00:00:00,2006-12-28 00:00:00
1868,62,"2",142,142,2005-11-20 00:00:00,2005-11-08 00:00:00
1869,170,"2",149,149,2006-12-26 00:00:00,2006-12-16 00:00:00
1870,61,"1",256,453,2005-08-14 00:00:00,2005-08-05 00:00:00
1871,20,"onli",278,656,2006-03-12 00:00:00,2006-03-19 00:00:00
1872,37,"3",137,619,2006-06-05 00:00:00,2006-05-05 00:00:00
1873,3,"2",179,179,2006-10-14 00:00:00,2006-11-04 00:00:00
1874,227,"2",141,141,2006-12-02 00:00:00,2006-12-18 00:00:00
1875,159,"1",319,333,2005-08-23 00:00:00,2005-07-29 00:00:00
1876,53,"1",67,98,2006-11-09 00:00:00,2006-11-29 00:00:00
1877,75,"2",291,754,2005-03-09 00:00:00,2005-03-13 00:00:00
